facility_name,category2,latitude,longitude,land_lot_address,phone_number,operating_hours
길동주민센터,영화/연극/공연,37.53456231,127.142686,서울특별시 강동구 길동 228-6,02-3425-7850,9:00-오후 6:00
김달진미술연구소,전시/기념관,37.60004663,126.95666,서울특별시 종로구 홍지동 44,02-730-6214,정보없음
김달진미술자료박물관,전시/기념관,37.60004663,126.95666,서울특별시 종로구 홍지동 44,02-730-6216,10:00-17:00
김대범소극장,영화/연극/공연,37.55342856,126.926448,서울특별시 마포구 서교동 338-39,02-324-1421,정보없음
김리아갤러리,전시/기념관,37.52636,127.046853,서울특별시 강남구 청담동 100-31,0507-1469-7967,11:00-18:00
김세중미술관,전시/기념관,37.54201785,126.963883,서울특별시 용산구 효창동 5-390,02-717-5129,오전 11시-오후 5시
김수영문학관,전시/기념관,37.65992371,127.023802,서울특별시 도봉구 방학동 498-31,02-3494-1127,09:00-17:40
김숙경가구조형소,전시/기념관,37.59762823,126.962293,서울특별시 종로구 부암동 185-6,02-373-6987,11:00-18:00
김영섭사진화랑,전시/기념관,37.57431964,126.984166,서울특별시 종로구 관훈동 168,02-733-6331,정보없음
김옥길기념관,전시/기념관,37.56472807,126.944445,서울특별시 서대문구 대신동 92,02-392-2622,정보없음
김종영미술관,전시/기념관,37.6130367,126.977511,서울특별시 종로구 평창동 114-8,02-3217-6484,"3월-10월 10:00-18:00, 11월-2월 10:00-17:00"
김중업건축문화의집,전시/기념관,37.61501747,127.044069,서울특별시 성북구 장위동 230-49,02-6906-3136,10:00-17:00
김청기감독기념관,전시/기념관,37.55923229,126.985598,서울특별시 중구 남산동2가 30-4,043-217-1976,금10:30-23:59토10:30-23:59일10:30-19:00월10:30-23:59화10:30-23:59수10:30-23:59목10:30-23:59
김현주갤러리,전시/기념관,37.58349841,126.980979,서울특별시 종로구 팔판동 12,02-732-4666,"월-금 10:00-18:00, 토-일 10:00-17:00"
김혜정아뜰리에미술학원,전시/기념관,37.48536752,127.037773,서울특별시 강남구 도곡동 914-2,1588-8340,정보없음
김희수아트센터,영화/연극/공연,37.59051371,127.043048,서울특별시 동대문구 청량리동 206-46,0507-1365-7911,11:00-18:00
꽃초롱자연학습장,관광지,37.45982721,127.062599,서울특별시 서초구 내곡동 265,02-2155-6876,정보없음
꿀맛스마트교육체험교실,관광지,37.5731997,127.025619,서울특별시 동대문구 신설동 109-5,02-311-1376,정보없음
꿈갤러리,전시/기념관,37.57275513,126.986162,서울특별시 종로구 인사동 170,,정보없음
꿈나무극장,영화/연극/공연,37.48988027,126.88656,서울특별시 구로구 구로동 741-27,02-830-2562,정보없음
꿈빛극장,영화/연극/공연,37.60375521,127.022204,서울특별시 성북구 길음동 1286-8,02-6953-3201,10:00-12:00(2시간) 13:00-17:00(4시간) 18:00-22:00(4시간)-22시 이후 (1시간)
꿈의숲아트센터,영화/연극/공연,37.62025446,127.044325,서울특별시 강북구 번동 90,02-2289-5401,정보없음
꿈의숲아트센터,영화/연극/공연,37.62025446,127.044325,서울특별시 강북구 번동 90,02-2289-5401,정보없음
꿈의숲아트센터,전시/기념관,37.62025446,127.044325,서울특별시 강북구 번동 90,02-2289-5445,정보없음
꿩고개공원서울유아숲체험현장,관광지,37.58303225,126.812896,서울특별시 강서구 방화동 산 136-6,02-2657-8688,상시개방
나니아의옷장,영화/연극/공연,37.59458843,127.01683,서울특별시 성북구 동선동4가 209,070-8778-7278,매일 10:00-22:00
나몰라홀,영화/연극/공연,37.58328618,127.003293,서울특별시 종로구 동숭동 1-42,02-3481-8843,정보없음
나무갤러리,전시/기념관,37.57389314,126.981882,서울특별시 종로구 견지동 46-1,02-2011-1700,"평일 09:30-18:00, 주말 10:00-17:00"
나무갤러리,전시/기념관,37.57883464,126.984377,서울특별시 종로구 재동 34-1,02-745-2207,11:00-18:30
나사렛기념관,전시/기념관,37.54739475,126.869513,서울특별시 양천구 목동 600-7,02-2643-8591,정보없음
나온씨어터,영화/연극/공연,37.58770803,126.999406,서울특별시 종로구 명륜1가 36-4,0507-1360-3677,정보없음
낙산전시관,전시/기념관,37.58045382,127.007275,서울특별시 종로구 동숭동 50-111,02-743-7985,상시개방
난지한강공원,공원,37.56597971,126.877508,서울특별시 마포구 상암동 482-132,02-3780-0611,00:00-24:00
난지한강공원난지마리나,대형레저시설,37.56221224,126.884619,서울특별시 마포구 상암동 487-167,,정보없음
남산골전통정원,공원,37.55954227,126.994739,서울특별시 중구 필동2가 84-1,02-2264-4412,"하절기(4월-10월) 09:00-21:00,동절기(11월-3월) 09:00-20:00"
남산공원,공원,37.55194638,126.988092,서울특별시 중구 예장동 산 5-6,02-3783-5900,상시개방
남산공원남산야외식물원,관광지,37.54297029,126.994588,서울특별시 용산구 이태원동 259-16,02-798-3771,24시 운영
남산공원남산케이블카,관광지,37.55692491,126.984078,서울특별시 중구 회현동1가 산 1-19,02-753-2403,10:00-23:00
남산공원서울유아숲체험현장,관광지,37.54157554,126.996941,서울특별시 용산구 이태원동 258-148,02-3783-5900,상시개방
남산서울타워,관광지,37.5511821,126.98765,서울특별시 용산구 용산동2가 산 1-11,02-3455-9277,상시개방
남산실감형스튜디오(2022년9월예정),영화/연극/공연,37.55760964,126.99175,서울특별시 중구 예장동 산 5-84,02-318-1741,정보없음
남산예술센터,영화/연극/공연,37.55913006,126.988389,서울특별시 중구 예장동 8-19,02-758-2000,매일 09:30-22:30
남산예술원,영화/연극/공연,37.55028135,126.98243,서울특별시 용산구 후암동 339-4,070-4897-5561,정보없음
남산창작센터,영화/연극/공연,37.55760964,126.99175,서울특별시 중구 예장동 산 5-84,02-318-1741,매일 09:30-22:30
남인사마당,영화/연극/공연,37.57148216,126.987337,서울특별시 종로구 인사동 43-2,02-730-7282,정보없음
남파김삼준문화복지기념관,전시/기념관,37.46759765,126.944871,서울특별시 관악구 신림동 209-1,02-885-5975,매일 09:00-17:00
내여페,영화/연극/공연,37.58229402,127.002561,서울특별시 종로구 동숭동 1-58,070-4307-5145,정보없음
내유외강씨어터,영화/연극/공연,37.58270506,127.002157,서울특별시 종로구 동숭동 1-33,070-8863-0220,정보없음
네스트나다,영화/연극/공연,37.55479126,126.928867,서울특별시 마포구 서교동 336-5,02-555-3199,"목요일 18:00-22:00 ,금요일 18:00-22:00 ,토요일 17:00-22:00"
네오션게이트,전시/기념관,37.56817327,126.969976,서울특별시 중구 정동 22,0507-1416-5202,정보없음
네오아트홀,영화/연극/공연,37.50154346,127.025367,서울특별시 서초구 서초동 1305-2,070-8857-4085,정보없음
네팔문화원,영화/연극/공연,37.50309603,127.034733,서울특별시 강남구 역삼동 640-13,02-2272-4804,매일 09:30-18:00
노량진문화원,영화/연극/공연,37.51255302,126.955439,서울특별시 동작구 본동 47-6,02-816-0050,월-금 10:00-16:00
노량진야구장,대형체육시설,37.51501192,126.944524,서울특별시 동작구 노량진동 13-8,02-820-9585,06:00-22:00
노량진축구장,대형체육시설,37.51501192,126.944524,서울특별시 동작구 노량진동 13-8,02-820-9585,정보없음
노바골프,대형체육시설,37.49154164,127.0822,서울특별시 강남구 일원동 683-9,0507-1495-5593,10:00-24:00
노원문화예술회관,영화/연극/공연,37.65023685,127.080267,서울특별시 노원구 중계동 364-3,02-951-3355,정보없음
노원어린이극장,영화/연극/공연,37.65445005,127.063692,서울특별시 노원구 상계동 723,02-2289-3400,화-일 09:00-22:00
노원재활용센터,전시/기념관,37.65473265,127.073945,서울특별시 노원구 중계동 210-7,02-933-8289,"평일: 오전 9시-오후7시,토요일/일요일: 오전 9시-오후 6시"
노을소극장,영화/연극/공연,37.58296732,127.003236,서울특별시 종로구 동숭동 1-51,02-921-9723,정보없음
노을여가센터,영화/연극/공연,37.56968508,126.880073,서울특별시 마포구 상암동 481-6,02-300-5574,정보없음
녹번동시집박물관,전시/기념관,37.60688985,126.929284,서울특별시 은평구 녹번동 120-29,,정보없음
놀터예술공방,영화/연극/공연,37.58944908,127.006897,서울특별시 성북구 동소문동1가 47,070-4790-6051,정보없음
농업기술센터전통우리음식장류교육장,관광지,37.46815153,127.097832,서울특별시 강남구 세곡동 432-2,02-445-6667,정보없음
농업박물관,전시/기념관,37.56649912,126.968556,서울특별시 중구 충정로1가 75-1,02-2080-5727,"3월-10월: 9:30-18:00, 11월-2월:9:30-17:30"
누아갤러리,전시/기념관,37.55081382,126.916494,서울특별시 마포구 서교동 494,0507-1401-0254,"월,화,수,목,금: 11:00-18:00, 토:11:00-17:00"
눈빛극장,영화/연극/공연,37.58710995,126.999785,서울특별시 종로구 명륜1가 36-13,02-6404-5005,정보없음
뉴서울필하모닉오케스트라,영화/연극/공연,37.51311015,127.059758,서울특별시 강남구 삼성동 159,02-6002-6291,24시간 운영
다도화랑,전시/기념관,37.5229909,127.026086,서울특별시 강남구 신사동 567-36,02-542-0755,10:00-18:00
다락옥수,영화/연극/공연,37.54219225,127.017077,서울특별시 성동구 옥수동 401-1,0507-1329-7542,평일 09:00-18:00
다리소극장,영화/연극/공연,37.55721147,126.923029,서울특별시 마포구 동교동 158-2,02-338-7830,정보없음
다목적공설운동장,대형체육시설,37.54924248,126.842445,서울특별시 강서구 화곡동 산 60-1,02-2600-4195,00:00-24:00
다문화박물관,전시/기념관,37.61878209,126.932521,서울특별시 은평구 불광동 13-27,02-323-6848,"평일(월-금) 13:00-18:00,주말(토),공휴일 10:00-18:00"
다보성컨설팅,전시/기념관,37.57528783,126.986167,서울특별시 종로구 경운동 88,02-730-7566,"평일 09:00-18:00, 주말 09:00-16:00"
다은비,전시/기념관,37.5285349,126.919764,서울특별시 영등포구 여의도동 15-11,02-761-5898,매일 09:00-18:00(13-14 휴게시간)
다이나믹메이즈,관광지,37.57189615,126.987231,서울특별시 종로구 인사동 43,02-2034-0600,02-2034-0600
단막극장,영화/연극/공연,37.58331254,127.004396,서울특별시 종로구 동숭동 12-8,02-765-1544,정보없음
단코스튜디오,영화/연극/공연,37.49933085,127.042877,서울특별시 강남구 역삼동 724-45,02-556-2377,정보없음
달밤엔씨어터,영화/연극/공연,37.58400032,127.002681,서울특별시 종로구 혜화동 194,02-985-5654,정보없음
담벼락미디어,전시/기념관,37.56631742,126.977829,서울특별시 중구 태평로1가 31,02-731-2120,정보없음
담소,영화/연극/공연,37.58081329,127.003979,서울특별시 종로구 동숭동 1-144,02-556-4305,17:30-22:30
답십리공원서울유아숲체험현장,관광지,37.57066476,127.061482,서울특별시 동대문구 답십리동 2-300,02-2127-4398,상시개방
답십리영화미디어아트센터,전시/기념관,37.57179637,127.063764,서울특별시 동대문구 답십리동 산 2-121,02-2247-4007,화-일요일 09:30-17:30
대림미술관,전시/기념관,37.57750388,126.973364,서울특별시 종로구 통의동 35-1,02-720-0667,"화-일 11:00-20:00, 토 11:00-21:00"
대림운동장,대형체육시설,37.49967021,126.893997,서울특별시 영등포구 대림동 780,02-2670-4096,06:00-22:00
대림축구장,대형체육시설,37.49967021,126.893997,서울특별시 영등포구 대림동 780,02-2670-4096,06:00-22:00
대모산공원서울유아숲체험현장,관광지,37.4799752,127.075626,서울특별시 강남구 일원동 436,02-3423-6283,상시개방
대모실외골프연습장,대형체육시설,37.48059845,127.085994,서울특별시 강남구 일원동 736,02-459-1188,"월-금 06:00-22:30,토 07:00-19:00,일 10:00-19:00"
대안공간틈새,전시/기념관,37.58218888,127.00225,서울특별시 종로구 동숭동 1-28,02-743-5483,정보없음
대안예술공간이포,전시/기념관,37.51406258,126.897246,서울특별시 영등포구 문래동3가 54-37,0507-1412-7731,11:00-19:00
대원뮤지엄,전시/기념관,37.5297718,126.964742,서울특별시 용산구 한강로3가 40-999,02-6373-3365,매일 11:00-20:00
대학로극장쿼드,영화/연극/공연,37.583699,127.003717,서울특별시 종로구 동숭동 1-5,1577-0369,"평일(월-금) 9:00-20:00, 주말 및 공휴일 10:00-18:00"
대학로단막극장,영화/연극/공연,37.58331254,127.004396,서울특별시 종로구 동숭동 12-8,,정보없음
대학로뮤지컬센터,영화/연극/공연,37.58288935,127.004283,서울특별시 종로구 동숭동 25-5,02-2135-1507,정보없음
대학로바탕골소극장,영화/연극/공연,37.58186091,127.00258,서울특별시 종로구 동숭동 1-60,02-764-8760,10:00-22:00
대학로연습실,영화/연극/공연,37.58316157,127.003475,서울특별시 종로구 동숭동 1-43,,정보없음
대학로예술극장,영화/연극/공연,37.58209615,127.003178,서울특별시 종로구 동숭동 1-67,02-3668-0007,정보없음
대학로올래홀,영화/연극/공연,37.58160041,127.003554,서울특별시 종로구 동숭동 1-97,02-766-7733,정보없음
대학로자유극장,영화/연극/공연,37.58274873,127.003608,서울특별시 종로구 동숭동 1-45,0507-1370-0661,10:00-22:00
대한민국교육박람회,전시/기념관,37.51182391,127.059159,서울특별시 강남구 삼성동 159,02-6000-6680,정보없음
대한민국국토도시디자인대전,전시/기념관,37.49111549,127.030284,서울특별시 서초구 서초동 1338-23,02-2003-7334,정보없음
대한민국막걸리엑스포,전시/기념관,37.486449,127.035766,서울특별시 강남구 도곡동 950-9,031-697-8260,"금,토: 오전 10시-18시 (17시 30분 입장마감),일: 오전 10시-17시 (16시 30분 입장마감)"
대한민국맥주산업박람회,전시/기념관,37.51182391,127.059159,서울특별시 강남구 삼성동 159,02-565-0501,10:00-18:00
대한민국세계여성발명대회및여성발명품박람회,전시/기념관,37.50008187,127.032938,서울특별시 강남구 역삼동 647-9,,정보없음
대한민국역사박물관,전시/기념관,37.57371361,126.978339,서울특별시 종로구 세종로 82-1,,10:00-18:00
대한민국예술원,전시/기념관,37.49559889,127.002496,서울특별시 서초구 반포동 산 94-4,02-3479-7224,정보없음
대한민국예술인센터,영화/연극/공연,37.52707541,126.870746,서울특별시 양천구 목동 923-6,02-2655-3000,정보없음
대한민국조경*정원박람회,전시/기념관,37.51182391,127.059159,서울특별시 강남구 삼성동 159,02-515-4800,10:00-18:00(입장은 오후 5시까지)
대한민국지방자치경영대전,전시/기념관,37.51182391,127.059159,서울특별시 강남구 삼성동 159,,정보없음
대한적십자100주년기념관,전시/기념관,37.55981721,126.987991,서울특별시 중구 남산동3가 32-2,02-3705-3705,09:00-18:00
